Filename,pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches
pitch_0011.mp4,SL,2023-09-27,88.1,-2.15,5.96,"Cole, Gerrit",474832,543037,,called_strike,,,,,5,Brandon Belt called out on strikes.,R,L,R,TOR,NYY,S,,,2,0,2023,0.41,-0.02,-0.23,2.44,,,,2,4,Bot,,,,,,,3.7943733012493,-128.232882079748,-2.39486900474734,3.73124680197094,27.1827228779233,-32.1499274706266,3.14,1.47,,,,88,2582,6.3,716413,666163,518934,650402,672724,683011,665828,664314,592450,54.25,,,,,,,,29,3,Slider,0,2,0,2,2,0,0,2,Infield shade,Standard,109,0,-0.06,,,,0.06,,-2,-2,0.252,0.252,32,35,33,35,2,1,6,1,,1,2.97,-0.41,0.41,42,,,,,
pitch_0012.mp4,SL,2023-09-27,88.1,-2.15,5.89,"Cole, Gerrit",665489,543037,,ball,,,,,14,Vladimir Guerrero Jr.  flies out to center fielder Estevan Florial.,R,R,R,TOR,NYY,B,,,1,2,2023,0.61,-0.02,1.58,-0.21,,,,1,4,Bot,,,,,,,7.77394671166787,-127.868297511728,-8.57248671790516,4.96340669446452,27.5284449225122,-30.7028762613313,3.48,1.69,,,,87.6,2580,6.2,716413,666163,518934,650402,672724,683011,665828,664314,592450,54.29,,,,,,,,28,5,Slider,0,2,0,2,2,0,0,2,Strategic,Standard,148,0,0.045,,,,-0.045,,-2,-2,0.271,0.271,32,24,33,24,2,1,6,1,,1,2.98,-0.61,-0.61,40.2,,,,,
pitch_0013.mp4,SL,2023-09-27,89.1,-2.03,5.99,"Cole, Gerrit",665489,543037,,ball,,,,,14,Vladimir Guerrero Jr.  flies out to center fielder Estevan Florial.,R,R,R,TOR,NYY,B,,,0,1,2023,0.41,0.39,1.29,1.96,,,,1,4,Bot,,,,,,,7.29527259130116,-129.539663007679,-4.68466654171106,3.07697783363384,26.6927296638486,-27.0496374963837,3.43,1.6,,,,89.2,2630,6.4,716413,666163,518934,650402,672724,683011,665828,664314,592450,54.14,,,,,,,,28,2,Slider,0,2,0,2,2,0,0,2,Strategic,Standard,167,0,0.03,,,,-0.03,,-2,-2,0.271,0.271,32,24,33,24,2,1,6,1,,1,2.49,-0.41,-0.41,42.3,,,,,
pitch_0014.mp4,SL,2023-09-27,89.5,-2.13,6.07,"Cole, Gerrit",595281,543037,,called_strike,,,,,6,Kevin Kiermaier lines out to center fielder Estevan Florial.,R,L,R,TOR,NYY,S,,,0,0,2023,0.32,0.88,0.5,2.17,,,,1,3,Bot,,,,,,,5.8156765522518,-130.292693839483,-5.51428794070005,2.5825953026169,25.2157239971091,-21.20947031582,3.28,1.62,,,,89.7,2540,6.2,716413,666163,518934,650402,672724,683011,665828,664314,592450,54.28,,,,,,,,18,1,Slider,0,0,0,0,0,0,0,0,Infield shade,Standard,186,0,-0.041,,,,0.041,,0,0,0.529,0.529,32,33,33,33,1,0,6,1,,1,1.95,-0.32,0.32,43.8,,,,,
pitch_0015.mp4,SL,2023-09-27,89.9,-1.79,5.96,"Cole, Gerrit",656305,543037,,blocked_ball,,,,,14,Matt Chapman strikes out swinging.,R,R,R,TOR,NYY,B,,,1,2,2023,0.38,0.09,2.32,-0.27,474832,,,2,2,Bot,,,,,,,9.31843663209788,-130.290494268445,-9.54570493762134,2.27391342266624,28.4962184744759,-29.2414276124151,3.3,1.56,,,,89.3,2553,6.2,716413,666163,518934,650402,672724,683011,665828,664314,592450,54.3,,,,,,,,13,4,Slider,0,0,0,0,0,0,0,0,Standard,Standard,148,0,0.036,,,,-0.036,,0,0,0.539,0.539,32,30,33,30,1,0,6,1,,1,2.77,-0.38,-0.38,46.2,,,,,
pitch_0016.mp4,SL,2023-09-27,88.6,-2.13,5.97,"Cole, Gerrit",672386,543037,,called_strike,,,,,9,"Alejandro Kirk grounds out, second baseman Gleyber Torres to first baseman DJ LeMahieu.   Brandon Belt to 3rd.",R,R,R,TOR,NYY,S,,,1,0,2023,0.36,0.11,0.38,1.74,,474832,,1,2,Bot,,,,,,,5.3974181247028,-128.913480508179,-4.48657993169634,2.92143849663412,26.847104968845,-30.2664273346033,2.94,1.38,,,,88.8,2499,6.4,716413,666163,518934,650402,672724,683011,665828,664314,592450,54.05,,,,,,,,12,2,Slider,0,0,0,0,0,0,0,0,Standard,Standard,127,0,-0.049,,,,0.049,,0,0,0.571,0.571,32,24,33,25,1,0,6,1,,1,2.8,-0.36,-0.36,46.5,,,,,
pitch_0017.mp4,SL,2023-09-27,86.6,-2.02,6.08,"Cole, Gerrit",543807,543037,,ball,,,,,14,George Springer flies out to right fielder Aaron Judge.,R,R,R,TOR,NYY,B,,,0,1,2023,0.54,-0.05,1.36,0.32,,,,0,1,Bot,,,,,,,6.93472258970514,-125.812282348056,-7.38635725739798,4.31163255946346,26.1278755274929,-31.3812602645118,3.59,1.58,,,,86.1,2447,6.1,716413,666163,518934,650402,672724,683011,665828,664314,592450,54.36,,,,,,,,4,2,Slider,0,0,0,0,0,0,0,0,Standard,Standard,133,0,0.031,,,,-0.031,,0,0,0.547,0.547,32,33,33,34,1,0,6,1,,1,3.11,-0.54,-0.54,45.9,,,,,
pitch_0018.mp4,SL,2023-09-21,87.8,-2.12,5.9,"Cole, Gerrit",672386,543037,field_out,hit_into_play,,,,,5,"Alejandro Kirk grounds out, third baseman Isiah Kiner-Falefa to first baseman DJ LeMahieu.",R,R,R,NYY,TOR,X,5,ground_ball,2,2,2023,0.62,0.01,0.1,2.18,,,,2,8,Top,106.6,167.23,,,,,4.11179472357773,-127.961891477629,-2.97523188193273,6.10163129977354,24.5094771539594,-31.6816579683786,2.99,1.39,3,82.7,-35,88.6,2672,6.5,716492,666163,518934,650402,643396,683011,665828,664314,641343,53.98,0.04,0.029,0,1,0,0,2,57,5,Slider,5,1,1,5,1,5,1,5,Standard,Standard,114,0.002,-0.233,75,7.6,0.042,0.233,88,4,-4,0.987,0.013,32,24,33,25,3,2,6,1,6,1,2.92,-0.62,-0.62,41.8,10.2449741989793,-18.3638756077799,17.1729425690208,41.7557608654364,44.1062686029401
pitch_0019.mp4,SL,2023-09-21,89.5,-2.08,5.73,"Cole, Gerrit",593160,543037,,ball,,,,,14,Whit Merrifield pops out to third baseman Isiah Kiner-Falefa.,R,R,R,NYY,TOR,B,,,1,2,2023,0.22,0.44,2.95,-1.22,656305,,,1,8,Top,,,,,,,11.9502896050029,-129.373481068055,-12.0731235292181,0.117598668208728,25.7693774439626,-24.7676454148386,3.34,1.53,,,,89.7,2533,6.7,716492,666163,518934,650402,643396,683011,665828,664314,641343,53.8,,,,,,,,56,4,Slider,5,0,0,5,1,5,1,5,Standard,Standard,153,-0.001,0.026,,,,-0.026,,5,-5,0.981,0.019,32,34,33,34,3,2,6,1,6,1,2.43,-0.22,-0.22,38.7,,,,,
pitch_0020.mp4,SL,2023-09-21,89,-2.11,5.88,"Cole, Gerrit",593160,543037,,ball,,,,,14,Whit Merrifield pops out to third baseman Isiah Kiner-Falefa.,R,R,R,NYY,TOR,B,,,0,2,2023,0.23,0.2,1.9,1.05,656305,,,1,8,Top,,,,,,,9.36346657028595,-129.264868110481,-6.23181857261319,0.708571613567402,26.2853598631796,-28.8158171076131,3.34,1.55,,,,89.1,2598,6.4,716492,666163,518934,650402,643396,683011,665828,664314,641343,54.07,,,,,,,,56,3,Slider,5,0,0,5,0,5,0,5,Standard,Standard,124,0,-0.01,,,,0.01,,5,-5,0.981,0.019,32,34,33,34,3,2,6,1,6,1,2.68,-0.23,-0.23,40.1,,,,,
pitch_0021.mp4,SL,2023-09-21,86.5,-2.04,6.05,"Cole, Gerrit",656305,543037,,ball,,,,,14,Matt Chapman doubles (39) on a ground ball to left fielder Oswaldo Cabrera.,R,R,R,NYY,TOR,B,,,2,2,2023,0.4,0.19,1.26,1.8,,,,0,8,Top,,,,,,,6.97814654766009,-125.750012691338,-4.24535426208234,2.80950195016872,26.0249251965384,-29.4877548315993,3.52,1.63,,,,85.6,2482,5.8,716492,666163,518934,650402,643396,683011,665828,664314,641343,54.7,,,,,,,,54,5,Slider,5,0,0,5,0,5,0,5,Standard,Standard,150,0,0.115,,,,-0.115,,5,-5,0.985,0.015,32,30,33,30,3,2,6,1,6,1,2.87,-0.4,-0.4,44.3,,,,,
pitch_0022.mp4,SL,2023-09-21,86.5,-2.01,6.04,"Cole, Gerrit",656305,543037,,ball,,,,,14,Matt Chapman doubles (39) on a ground ball to left fielder Oswaldo Cabrera.,R,R,R,NYY,TOR,B,,,0,1,2023,0.55,0.31,1.84,1.02,,,,0,8,Top,,,,,,,8.08108038904832,-125.632893329585,-6.36613186834607,4.07092954601177,26.244112570076,-27.7682502640679,3.57,1.63,,,,86.5,2611,6.5,716492,666163,518934,650402,643396,683011,665828,664314,641343,54.02,,,,,,,,54,2,Slider,5,0,0,5,0,5,0,5,Standard,Standard,114,0,0.031,,,,-0.031,,5,-5,0.985,0.015,32,30,33,30,3,2,6,1,6,1,2.76,-0.55,-0.55,47,,,,,
pitch_0023.mp4,SL,2023-09-21,88.4,-1.96,6.1,"Cole, Gerrit",676914,543037,,ball,,,,,14,Davis Schneider strikes out swinging.,R,R,R,NYY,TOR,B,,,0,2,2023,0.32,0.29,1.16,2.13,,,,2,7,Top,,,,,,,6.94737564737914,-128.61162324777,-4.19835281960004,2.0888991943508,27.3234758573631,-28.2661019340302,3.02,1.42,,,,88.6,2532,6.5,716492,666163,518934,650402,643396,683011,665828,664314,641343,54,,,,,,,,48,3,Slider,4,0,0,4,0,4,0,4,Standard,Standard,154,0,0.022,,,,-0.022,,4,-4,0.97,0.03,32,24,33,24,3,2,6,2,6,2,2.63,-0.32,-0.32,44.5,,,,,
pitch_0024.mp4,SL,2023-09-21,86.7,-2.04,6.03,"Cole, Gerrit",676914,543037,,called_strike,,,,,12,Davis Schneider strikes out swinging.,R,R,R,NYY,TOR,S,,,0,1,2023,0.34,-0.01,1.04,2.23,,,,2,7,Top,,,,,,,6.67345791401013,-126.080065072093,-2.81670314594101,2.18666182414701,26.8246899441822,-31.9138534380374,3.05,1.4,,,,86.6,2535,6.4,716492,666163,518934,650402,643396,683011,665828,664314,641343,54.14,,,,,,,,48,2,Slider,4,0,0,4,0,4,0,4,Standard,Standard,111,0,-0.061,,,,0.061,,4,-4,0.97,0.03,32,24,33,24,3,2,6,2,6,2,3.06,-0.34,-0.34,43.3,,,,,
pitch_0025.mp4,SL,2023-09-21,88.4,-2.24,5.98,"Cole, Gerrit",624415,543037,field_out,hit_into_play,,,,,4,Cavan Biggio flies out to center fielder Estevan Florial.,R,L,R,NYY,TOR,X,8,fly_ball,0,0,2023,0.25,0.25,-0.49,2.74,,,,1,7,Top,116.81,42.14,,,,,3.77318319814289,-128.701025334705,-2.38891970391488,1.98902690039982,25.6281509438035,-29.0978184651307,3.38,1.57,388,98.3,24,88.7,2378,6.3,716492,666163,518934,650402,643396,683011,665828,664314,641343,54.15,0.354,0.469,0,1,0,0,5,47,1,Slider,4,0,0,4,0,4,0,4,Infield shade,Standard,159,0.009,-0.267,65.5,6.5,0.844,0.267,98.3,4,-4,0.961,0.039,32,28,33,28,3,2,6,1,6,1,2.65,-0.25,0.25,42.3,9.53497928663443,6.20106910450233,36.8357621426226,38.6850521903581,25.9544365801165
pitch_0026.mp4,SL,2023-09-21,87.4,-1.9,6.07,"Cole, Gerrit",666182,543037,strikeout,swinging_strike,,,,,14,Bo Bichette strikes out swinging.,R,R,R,NYY,TOR,S,2,,1,2,2023,0.35,0.27,1.64,1.91,,,,0,7,Top,,,,,,,7.8135500753836,-127.171895654841,-4.47787403267274,2.27893202142691,24.3301507425629,-28.4914212649696,3.69,1.72,,,,87.7,2470,6.3,716492,666163,518934,650402,643396,683011,665828,664314,641343,54.19,,0,0,1,0,0,,46,4,Slider,4,0,0,4,0,4,0,4,Standard,Standard,145,0.014,-0.193,,,,0.193,,4,-4,0.947,0.053,32,25,33,25,3,2,6,1,6,1,2.69,-0.35,-0.35,44.1,,,,,
pitch_0027.mp4,SL,2023-09-21,87,-2.08,6.12,"Cole, Gerrit",666182,543037,,swinging_strike,,,,,14,Bo Bichette strikes out swinging.,R,R,R,NYY,TOR,S,,,1,1,2023,0.26,0.28,1.15,1.16,,,,0,7,Top,,,,,,,7.21513678831479,-126.469278052019,-6.29293998485467,1.30282962759889,25.4856107906577,-28.0462711437412,3.69,1.72,,,,87,2592,6.3,716492,666163,518934,650402,643396,683011,665828,664314,641343,54.2,,,,,,,,46,3,Slider,4,0,0,4,0,4,0,4,Standard,Standard,149,0,-0.061,68.9,8.3,,0.061,,4,-4,0.947,0.053,32,25,33,25,3,2,6,1,6,1,2.73,-0.26,-0.26,44.2,14.8195219828146,-5.61034799043117,38.5237840151632,46.1813772528175,34.9761439608682
pitch_0028.mp4,SL,2023-09-21,89.2,-2.13,5.98,"Cole, Gerrit",543807,543037,field_out,hit_into_play,,,,,9,"George Springer grounds out, shortstop Anthony Volpe to first baseman DJ LeMahieu.",R,R,R,NYY,TOR,X,6,ground_ball,2,2,2023,0.5,0.02,0.65,2.01,,672386,,2,6,Top,109.03,147.23,,,,,5.80331534813586,-129.69014769719,-3.72460687322614,4.31754559979868,29.878911086227,-31.3653746856635,3.6,1.64,123,91.4,7,89.2,2524,6.6,716492,666163,518934,650402,643396,683011,665828,664314,641343,53.91,0.5,0.451,0,1,0,0,4,40,6,Slider,3,0,0,3,0,3,0,3,Standard,Standard,133,0.028,-0.22,69.7,7.8,0.542,0.22,91.4,3,-3,0.89,0.11,32,33,33,34,3,2,6,1,6,1,2.88,-0.5,-0.5,45.7,10.6679739590226,-4.88874708879635,34.2159594706141,45.1677310005268,26.3622861468482
pitch_0029.mp4,SL,2023-09-21,89.7,-2.3,5.86,"Cole, Gerrit",543807,543037,,swinging_strike,,,,,14,"George Springer grounds out, shortstop Anthony Volpe to first baseman DJ LeMahieu.",R,R,R,NYY,TOR,S,,,0,0,2023,0.47,0.05,0.48,1.42,,672386,,2,6,Top,,,,,,,5.88459801476689,-130.527591406143,-5.13132533720761,4.17475379057808,27.5340474955082,-30.7438488846946,3.6,1.64,,,,90.1,2435,6.5,716492,666163,518934,650402,643396,683011,665828,664314,641343,53.99,,,,,,,,40,1,Slider,3,0,0,3,0,3,0,3,Standard,Standard,167,0,-0.046,72.4,7.9,,0.046,,3,-3,0.89,0.11,32,33,33,34,3,2,6,1,6,1,2.79,-0.47,-0.47,40.3,12.0162023495044,2.01717623905855,36.5251642792559,44.1986687651107,21.7510695480765
pitch_0030.mp4,SL,2023-09-21,86.8,-1.94,6.07,"Cole, Gerrit",593160,543037,,swinging_strike,,,,,14,Whit Merrifield strikes out on a foul tip.,R,R,R,NYY,TOR,S,,,0,1,2023,0.39,0.14,0.59,1.04,,,,0,6,Top,,,,,,,5.24152699311904,-126.21833491184,-6.13368322756053,3.13805856722408,25.2384397500815,-29.6928293736671,3.28,1.55,,,,86.8,2445,6.3,716492,666163,518934,650402,643396,683011,665828,664314,641343,54.18,,,,,,,,37,2,Slider,3,0,0,3,0,3,0,3,Standard,Standard,180,0,-0.054,62.5,7.9,,0.054,,3,-3,0.872,0.128,32,34,33,34,2,1,6,1,6,1,2.89,-0.39,-0.39,46,21.6845119712771,-14.2617073880148,38.13005634264,42.7859095350134,40.4701760963883
pitch_0031.mp4,SL,2023-09-21,87.5,-1.99,6.13,"Cole, Gerrit",687462,543037,field_out,hit_into_play,,,,,5,Spencer Horwitz lines out to center fielder Estevan Florial.,R,L,R,NYY,TOR,X,8,line_drive,1,2,2023,0.37,-0.16,0.08,2.5,,,,2,5,Top,129.94,73.19,,,,,4.26228010360681,-127.445942571137,-2.28080390258153,3.06236383413244,27.0918807017702,-33.63153903513,3.52,1.68,313,92.4,22,87.9,2460,6.6,716492,666163,518934,650402,643396,683011,665828,664314,641343,53.95,0.2,0.248,0,1,0,0,3,32,4,Slider,3,0,0,3,0,3,0,3,Standard,Standard,112,0.009,-0.191,69.6,6.7,0.369,0.191,92.4,3,-3,0.883,0.117,32,25,33,26,2,1,6,1,6,,3.14,-0.37,0.37,45.6,10.6038250086859,10.7115188972012,35.8235881873971,32.599118407371,29.3092821615071
pitch_0032.mp4,SL,2023-09-21,88,-2.12,6,"Cole, Gerrit",666182,543037,strikeout,swinging_strike,,,,,14,Bo Bichette strikes out swinging.,R,R,R,NYY,TOR,S,2,,1,2,2023,0.44,-0.16,1.34,1.38,,,,1,4,Top,,,,,,,7.48146696784122,-127.867792914687,-4.74874432575155,3.19234441018722,27.7599242466423,-33.0485289499577,3.69,1.72,,,,87.8,2559,6.4,716492,666163,518934,650402,643396,683011,665828,664314,641343,54.11,,0,0,1,0,0,,24,4,Slider,3,0,0,3,0,3,0,3,Standard,Standard,97,0.015,-0.189,44.8,7.6,,0.189,,3,-3,0.845,0.155,32,25,33,25,2,1,6,1,6,1,3.12,-0.44,-0.44,41,4.17097999914422,9.95657892321921,34.8422241677961,49.1605161524977,20.163204382571
